type,param,seed,P0_sim,W_sim,L_sim,throughput_sim,time,P0_th,W_th,L_th,thr_th
n,10000,85,0.15772244816982442,1.0081451352944018,5.081379314978012,5.0405,0.05,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,10000,86,0.16170948322107648,1.0315943578913624,5.1918499032409295,5.0331,0.06,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,10000,87,0.1749742387812418,0.9812907001784994,4.8567082266287676,4.9493,0.06,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,10000,88,0.16309713375796178,1.0022073244231258,5.034896309336877,5.024,0.06,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,10000,89,0.17286297422762925,0.9106877564008447,4.551253131388833,4.9976,0.06,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,10000,90,0.1700702170895117,1.0091013325205975,5.014991062877889,4.9703,0.06,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,10000,91,0.16043607532210108,1.035478575767696,5.223884968597976,5.045,0.06,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,10000,92,0.17878568265088376,0.9162158744933566,4.551240469616051,4.9674,0.06,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,10000,93,0.15817662461318735,1.0849139040628313,5.469061354598844,5.0412,0.06,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,10000,94,0.17372098626616336,0.9971112376605666,4.966012808044684,4.9804,0.06,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,10000,95,0.15163608927011357,1.113532543740135,5.608195303292885,5.0364,0.06,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,10000,96,0.1776925406278389,0.9122361460351237,4.518204443576397,4.9535,0.05,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,10000,97,0.16213694387643685,1.0943209694824398,5.5129038039465925,5.0371,0.05,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,10000,98,0.1650415887292554,0.9917003206827754,4.985698849147853,5.0254,0.06,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,10000,99,0.1679707142426132,0.9579227394155203,4.762221708647061,4.9717,0.06,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,10000,100,0.16126144050935137,0.9998215591334317,5.024989769560236,5.026,0.06,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,1,0.16595022353025857,1.013517847085673,5.06913062116897,5.00156,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,2,0.16647939251196622,0.9992702781831612,4.997913554961634,5.00158,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,3,0.16786403013559018,0.9697299571805666,4.8525628944182895,5.00405,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,4,0.16722346400044863,0.9996236070687811,4.990950734081171,4.99284,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,5,0.16578631932235896,1.009563377342121,5.053473264454911,5.0056,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,6,0.16912417339015984,0.9904165190313321,4.954411507196692,5.00236,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,7,0.16496266260719622,1.0029019443432368,5.013516848791097,4.99901,0.10,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,8,0.16532000127936544,1.0162797431803074,5.083855977495359,5.00248,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,9,0.16657065591346232,1.0029825501808887,5.014327833269621,4.99944,0.10,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,10,0.16868245214138364,0.9949251034294123,4.962772241285006,4.98813,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,11,0.16661537600716203,1.013982628332643,5.074110686102236,5.00416,0.12,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,12,0.16996691402656897,0.9848072612083278,4.914185540694941,4.99003,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,13,0.166293379620927,0.9875226281721139,4.938199307437656,5.00062,0.12,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,14,0.16584693606101275,0.9941217971249893,4.970221278124133,4.99961,0.10,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,15,0.16459575182604316,1.003912774492937,5.022160154021844,5.00262,0.10,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,16,0.16943934817615908,0.985514802146261,4.92042933404835,4.99276,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,17,0.16848615499275743,0.9913276364308847,4.9480433715463334,4.99133,0.10,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,18,0.1666449873826567,1.007423548201154,5.034175367810148,4.99709,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,19,0.1669433739104028,0.9948356380217512,4.9794408706340505,5.00529,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,20,0.16590353785185571,1.0238201432462946,5.120442320900351,5.00134,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,21,0.1649110671739213,1.022052801877335,5.1123671729790345,5.00209,0.12,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,22,0.1652200700527496,1.0102131114701964,5.050114333445333,4.99909,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,23,0.16687717050811157,1.0124648208513602,5.058192781872889,4.99595,0.10,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,24,0.16777812065420822,1.0030661205450528,5.0057528009565555,4.99046,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,25,0.16299078551627652,1.0173247840964545,5.097387216698014,5.01059,0.10,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,26,0.1673246279987853,1.0055086831046143,5.032913001040798,5.00536,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,27,0.16758758017551056,0.989165339356325,4.942710825962809,4.99685,0.12,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,28,0.16597898014791748,1.0128563181146109,5.07393190665565,5.00955,0.10,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,29,0.1693951659720304,0.9731323359014254,4.861182524663202,4.99542,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,30,0.16858811797691062,1.0183430306031471,5.095782012723977,5.00403,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,31,0.1658449457664206,1.0090897141813449,5.045062342167107,4.99967,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,32,0.16558273438827634,1.0034779448887934,5.01922795625037,5.00185,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,33,0.16705740089331655,0.9879451396343328,4.934621124083913,4.99487,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,34,0.16834921086307408,1.0082693032290035,5.034700040028179,4.99343,0.10,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,35,0.16480487712189004,1.0129406511806105,5.064342556299129,4.99967,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,36,0.166052420556281,1.0038239336629242,5.019814120965433,5.00071,0.10,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,37,0.16794360159630195,0.9844914438091026,4.923983180783473,5.00156,0.12,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,38,0.16747755239108011,1.0079418333904884,5.042491086412581,5.00276,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,39,0.16816407695708624,0.9974594940569531,4.9859309507777585,4.99863,0.12,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,40,0.16592249258658648,0.996886665762965,4.9854675408579086,5.00107,0.10,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,41,0.16411022722278382,1.022194256565883,5.116756902321471,5.00566,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,42,0.16585807219626775,1.0156603132214292,5.084997297660287,5.00663,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,43,0.16490204185166765,1.0093109326594099,5.053310518417756,5.00673,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,44,0.16762783929060462,0.9945059113898901,4.9750639547518505,5.00257,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,45,0.16835498788813036,0.9867366179592183,4.928801647487142,4.9951,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,46,0.16673030138870287,1.017190211654893,5.088484420515013,5.00251,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,47,0.16736975806854892,1.0109360905978413,5.054003977058439,4.99935,0.10,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,48,0.16396297790578301,1.0202876100842584,5.1082910195272815,5.00674,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,49,0.1659671318274401,0.9985958950406534,5.010571772725749,5.01762,0.09,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,50,0.16635185292756746,0.9936036331334591,4.96053600622761,4.99237,0.10,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,51,0.1692147108732803,0.9906974304962972,4.9449479291427325,4.99141,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,52,0.16553937911240096,1.001675485749598,5.011542723283029,5.00316,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,53,0.1650567920583073,1.024251617845701,5.1237586581319166,5.00246,0.12,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,54,0.16672477148776393,0.9943123281840964,4.9625569265070695,4.99098,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,55,0.16329491593074888,1.0426493852151992,5.224445104743945,5.01075,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,56,0.1664968767325078,1.0040822347818454,5.016718933939431,4.99637,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,57,0.16470350810939338,1.0060127771959007,5.034762398283076,5.00469,0.12,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,58,0.16570814662161623,1.0063316551567072,5.039420402727819,5.00772,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,59,0.16523060922436897,1.000236863515904,5.000967522873857,4.9998,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,60,0.16722490335902424,0.991331746972693,4.954538075663804,4.99788,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,61,0.16341726891141523,1.0385710582075516,5.210840052826113,5.01734,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,62,0.1638759209460878,1.019997776121377,5.101627551662866,5.00165,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,63,0.16433908086170962,1.0076955498153535,5.042952336154583,5.00447,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,64,0.169353673803486,0.9662884453650722,4.81642167653797,4.98448,0.10,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,65,0.16810840251663003,0.9888864186736387,4.938452952980293,4.99398,0.10,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,66,0.1683806606291954,0.9944413471015334,4.973171558688149,5.00099,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,67,0.16512254510617916,0.9962077276681283,4.991367613902607,5.0104,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,68,0.16755057474022703,1.0032444953956483,5.016707228210303,5.00052,0.10,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,69,0.16448806308868702,1.0070488225411003,5.045386582859484,5.01009,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,70,0.16571538318418888,0.9974211553744206,4.985593342613338,4.99851,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,71,0.16788429430711474,0.9905116219346932,4.941861633196983,4.98921,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,72,0.16589628139419776,0.9854313052166751,4.937466640860984,5.01048,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,73,0.1660848924881318,1.0326959674356049,5.17731796314163,5.0134,0.10,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,74,0.164577799468749,1.0285405377900485,5.142226728561006,4.99952,0.10,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,75,0.16780624730099322,0.9872281173576813,4.9379472142433425,5.00184,0.10,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,76,0.1629108420681565,1.0150078337997936,5.0964129352541,5.02109,0.10,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,77,0.1639165893051438,1.0243289311117296,5.1307906429274635,5.00895,0.10,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,78,0.1677739865920177,0.9949880422364338,4.968979214763654,4.99404,0.10,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,79,0.16386860292677466,1.032615354603752,5.166634531307083,5.00346,0.10,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,80,0.16677443183069326,0.9938584016280338,4.964734628838322,4.99543,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,81,0.16611086201098532,0.9902497529053663,4.947014643724518,4.99576,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,82,0.16741624377690661,1.0080533127857514,5.029651762544918,4.98948,0.10,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,83,0.1652338431969248,0.9904226532804371,4.946963068605155,4.9948,0.12,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,84,0.16841244484254006,0.9846682349472821,4.924870889217507,5.00159,0.12,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,85,0.16360530626922923,1.014338639924973,5.077139058866786,5.0054,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,86,0.16461239505857567,1.0097842832690118,5.061424667580005,5.01232,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,87,0.16738093619947308,0.9858811338004337,4.93212183086097,5.00278,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,88,0.16498018921000235,0.998352344837407,5.004151276786587,5.01242,0.12,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,89,0.1696488709987812,0.9756732189984021,4.867116582776839,4.98848,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,90,0.16851554985572298,0.9893912048150999,4.937431482096728,4.9904,0.12,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,91,0.168798583883667,0.9719536308834605,4.853868182144209,4.99394,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,92,0.1695118214931506,0.9839699832342492,4.913784891059596,4.99387,0.10,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,93,0.16592647717815762,1.0182758351286272,5.09005078386017,4.99872,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,94,0.1675760218245238,1.0026468682734744,5.0131308695464405,4.99988,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,95,0.16497192776050357,1.013460783613206,5.065068109338213,4.99782,0.12,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,96,0.17203893237005818,0.9573670239029911,4.770607192503777,4.983,0.10,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,97,0.16696051269134973,1.0084851272413635,5.045036437776392,5.00262,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,98,0.1677561701267161,0.9834398085698735,4.91211405750028,4.99463,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,99,0.16608954316223673,1.012215666936248,5.059995263917426,4.99893,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,100000,100,0.16934330513678558,0.9818957434470824,4.908919309213883,4.99943,0.11,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,1,0.16750226922688166,0.9942198040968206,4.967316014129851,4.996195,0.50,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,2,0.16645871185342437,1.0001155600521827,5.000861867307473,5.000285,0.50,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,3,0.16699579994990987,0.9915424173770598,4.956704502956309,4.998988,0.51,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,4,0.16638587354928835,0.9973379328254394,4.986216463691425,4.999529,0.49,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,5,0.16751242321657758,0.9985587210831701,4.990291999609155,4.997498,0.51,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,6,0.16766457840504992,0.99114413631995,4.953674960102007,4.997937,0.50,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,7,0.1666638331015477,1.0007312245809497,5.003244878245802,4.999591,0.50,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,8,0.16666213270946081,0.9994049066587918,4.9963351598714425,4.999312,0.50,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,9,0.1666839037956158,1.006588074760807,5.031834519338577,4.998899,0.50,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,10,0.16659423667854598,1.0043260139522179,5.024169132521005,5.002532,0.50,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,11,0.16591276487759166,1.0024362366860542,5.014831003903313,5.002641,0.51,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,12,0.16712620038551607,1.000457646726262,4.999740379159912,4.997457,0.50,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,13,0.16583271766628607,1.0033390582254567,5.0194064152271896,5.002704,0.50,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,14,0.16659188637875055,0.9993600302431714,4.998114758890568,5.001318,0.50,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,15,0.16639392734224398,1.0019313223530342,5.008322039244412,4.998668,0.50,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,16,0.16708464533025116,0.9965708377158329,4.981912790192607,4.999059,0.51,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,17,0.16634403288164604,0.9988337797588187,4.994159308209985,4.999993,0.50,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,18,0.16718474831633465,0.997785827626951,4.988140906391185,4.999212,0.50,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,19,0.16641449078763432,1.0048833366086452,5.02688894854483,5.002461,0.52,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,20,0.16684293685873716,0.996084862731288,4.980323235322267,4.9999,0.50,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,21,0.16582132515302597,1.0022053696370967,5.013939196188075,5.002909,0.51,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,22,0.1667194040429945,0.9964688202113364,4.985109848890856,5.002777,0.50,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,23,0.16709641031384753,0.9996584726052226,4.998168820528162,4.99988,0.49,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,24,0.1666881915794541,1.006320558041775,5.03357016450804,5.001956,0.51,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,25,0.16623730841049755,1.007283287904972,5.038859979020588,5.002427,0.50,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,26,0.16641202281790296,1.003678365120591,5.016211252081694,4.99783,0.50,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,27,0.16574208940406682,1.0074237435309548,5.041419409616531,5.004269,0.50,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,28,0.16664723740959148,1.000661286749008,5.004356127434899,5.001049,0.51,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,29,0.16796382448800193,0.9929589373135119,4.961128682171448,4.996308,0.50,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,30,0.16651696361436333,1.0036361178398168,5.021429404960283,5.003238,0.51,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,31,0.16720735596231256,0.9975091353731129,4.985182798810466,4.997633,0.51,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,32,0.16623408817164534,0.9997409983788624,5.000878540839259,5.002175,0.51,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,33,0.16686257934463458,1.0030368972609114,5.0131533365875,4.997975,0.50,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,34,0.1667723948248301,1.0020717085779856,5.007521844441169,4.997092,0.50,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,35,0.16641419177596634,1.0033174799595865,5.015758866894091,4.999177,0.50,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,36,0.16613611117553395,1.0066628552842898,5.0349960316580304,5.001676,0.50,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,37,0.1663508021505845,1.0038946672233047,5.021096118095851,5.001617,0.51,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,38,0.16618829018347464,1.0097646111840088,5.05013219541716,5.001291,0.51,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,39,0.16713963855327643,0.992844434002879,4.960663054817572,4.996421,0.51,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,40,0.16626396421163123,0.9977233800035794,4.990236834988,5.001625,0.51,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,41,0.1675380134014568,0.9996507245401318,4.997407580977302,4.999158,0.52,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,42,0.16642217176634588,1.003999827345985,5.022840456241825,5.002831,0.50,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,43,0.16613086826111642,1.0027236883277615,5.0192456616418495,5.005614,0.51,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,44,0.16673344929438136,1.0026791970137618,5.012197783429215,4.998805,0.50,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,45,0.16635991828223037,0.9983582335843086,4.990461354754794,4.998668,0.51,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,46,0.16681157165658397,0.9993629280264865,4.997786442343505,5.000978,0.52,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,47,0.16577941826310727,1.0097342531070659,5.049911255775612,5.00123,0.52,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,48,0.16605138963398217,0.9996495514166891,4.997619193980575,4.999374,0.51,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,49,0.1666184793110288,1.0005854096988092,5.004235161168938,5.001312,0.51,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,50,0.16631990936244723,1.0034321014211187,5.017292397750752,5.000135,0.51,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,51,0.16747036124152662,0.9956426367944389,4.977832732249666,4.999619,0.51,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,52,0.16690614324947087,1.0018202889246088,5.008193565165108,4.999097,0.51,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,53,0.1665356178336209,0.9998127763186548,5.002285284962271,5.003224,0.50,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,54,0.16559200973509614,1.0062341272167548,5.032462602680928,5.001286,0.50,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,55,0.1668958729860266,0.9965553224875267,4.981912657960008,4.999135,0.49,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,56,0.16675173622877734,0.9953559756317695,4.9785564030590725,5.001789,0.50,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,57,0.1663133650414792,1.0015239597337822,5.007589692298706,4.999977,0.51,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,58,0.16643859507365358,1.002663668583138,5.013212804459988,4.999892,0.51,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,59,0.16648977288678252,0.9981031668142301,4.991629426045855,5.001118,0.50,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,60,0.16671668277185253,0.9973136553833145,4.984962601931718,4.99839,0.50,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,61,0.1657546180517874,1.0118259887148877,5.062740050916126,5.003571,0.51,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,62,0.1655109850557344,1.0079805407552151,5.0423048879827,5.002387,0.51,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,63,0.16641666541716021,0.9974906704274197,4.989422001756717,5.001975,0.50,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,64,0.166880579213459,0.9979594222021069,4.991054742573533,5.001265,0.51,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,65,0.1676978743283812,0.9920687580991496,4.958538941420714,4.998185,0.51,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,66,0.167649264292872,0.9910451574471306,4.950866085077642,4.995602,0.50,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,67,0.16609731548184858,1.0033682005706892,5.020212605884369,5.003356,0.51,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,68,0.16706593975566048,0.9928815195411788,4.9647391966868195,5.000337,0.51,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,69,0.16668150675817767,1.0021384059620282,5.00841016065991,4.997723,0.51,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,70,0.1655199241350856,0.9987403526133524,4.996284527767717,5.002576,0.51,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,71,0.16632890289074884,1.0015704986680383,5.010360818608691,5.00251,0.51,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,72,0.16680575393429697,0.9970289637903191,4.986795898916353,5.001656,0.51,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,73,0.16739701209231161,0.9970151675609493,4.983625562624501,4.998548,0.50,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,74,0.16607346526132588,1.0030853179468064,5.016541298579477,5.001112,0.51,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,75,0.1661627529624467,0.9968817074080404,4.985589655554288,5.001187,0.50,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,76,0.1661895193271643,1.0040300444524188,5.025622779957206,5.005442,0.51,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
n,1000000,77,0.16510313023152973,1.005900170024055,5.03163242377621,5.002122,0.51,0.16666666666666663,1.0000000000000002,5.000000000000002,5.0
