type,param,seed,P0_sim,W_sim,L_sim,throughput_sim,time,P0_th,W_th,L_th,thr_th
lambda,4.0,2,0.3332013540405293,0.4999794206903665,1.9994737515160288,3.9991122,3.61,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,3,0.33330367597202004,0.4997562299132249,1.9990904376950915,4.0001311,3.61,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,4,0.3333193410667482,0.5001478478973224,2.00050561623384,3.9998285,3.62,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,5,0.33360825141275446,0.49950454480627604,1.997826119863487,3.9996157,3.62,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,6,0.3334715014399861,0.4998901470022665,1.998816134435781,3.9985108,3.62,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,7,0.33342131235713357,0.5001316491119429,2.000056122605145,3.9990593,3.60,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,8,0.3333326917433848,0.5004749499667208,2.002139177035633,4.0004783,3.61,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,9,0.33328311645324493,0.5000343295039453,2.0001287674278245,3.999983,3.62,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,10,0.33308770449200864,0.5005838982330033,2.0029156194945372,4.0011588,3.61,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,11,0.33305348543391683,0.5007069802128045,2.0027236736581444,3.9997918,3.60,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,12,0.333252568156398,0.5004688087744782,2.002118713173946,4.0004865,3.64,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,13,0.3332140536125307,0.5001220753211785,2.0006885921143502,4.0004006,3.62,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,14,0.3331925535493103,0.5004870089514878,2.002235471157544,4.0005744,3.62,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,15,0.3334064398115898,0.5001874456725917,2.0008005517168614,4.0001015,3.61,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,16,0.3335675978102526,0.49934533295157685,1.9973288766302713,3.9998951,3.68,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,17,0.3332829759437568,0.500178994223411,2.001084558794374,4.0007369,3.67,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,18,0.33360213820389223,0.4992395488226039,1.9966742405706839,3.9994315,3.61,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,19,0.3331610310205149,0.5004543319686187,2.0022745429520605,4.0009136,3.62,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,20,0.3335462936738179,0.4996343535861395,1.99851857812877,3.9999623,3.62,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,21,0.33334194108155496,0.4998801781023163,1.9996565931966455,4.0002719,3.60,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,22,0.3335765780189644,0.4993043069182404,1.9974660737838574,4.0004985,3.61,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,23,0.3334982381811108,0.4996653348591169,1.9982995817339997,3.999276,3.64,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,24,0.33353258462383734,0.4995253186419006,1.9980047662760534,3.9998068,3.63,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,25,0.33309202607928146,0.5008790532142974,2.003732742871294,4.0004323,3.60,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,26,0.3331400187529892,0.5004116036199671,2.0017543032219307,4.0002156,3.62,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,27,0.333374794616637,0.5003795683272291,2.00137579610778,3.9997154,3.61,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,28,0.3336047262468365,0.4994373231947765,1.997678697257884,3.9998588,3.60,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,29,0.3334796204866131,0.499670050370888,1.9981725866798603,3.9989841,3.60,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,30,0.33348034403353893,0.49964642497392286,1.9985534377949334,3.9999356,3.62,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,31,0.33335527539166576,0.5000372962501253,2.0001136462946905,3.9999286,3.70,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,32,0.33315755454232454,0.5006167555598242,2.002328908597816,3.9997241,3.71,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,33,0.3334013135202216,0.5003907265629897,2.0014101870017202,3.9996948,3.60,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,34,0.33335887061153774,0.49974869640861863,1.9986859909150663,3.9993821,3.60,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,35,0.3335904668205533,0.5000913299043515,1.9999750638858929,3.9992198,3.61,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,36,0.33333133340363086,0.5004109859701042,2.0017143016649186,4.0001406,3.61,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,37,0.3334113349499168,0.49992692612283735,1.999666260549135,3.9999171,3.62,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,38,0.3334635154297292,0.5001726500189705,2.0001973298090236,3.9990138,3.60,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,39,0.3331182773011875,0.5000258163222585,2.000202170396029,4.0001978,3.62,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,40,0.3334688088092928,0.4993420043134476,1.9972381383990452,3.9997399,3.61,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,41,0.33338226350892264,0.5000460416804332,1.9999725105674058,3.9995769,3.63,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,42,0.33314933849468725,0.5009095967585205,2.0039671304219264,4.0006557,3.63,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,43,0.3336018257081499,0.49960163071278185,1.9984632362134132,4.0001136,3.63,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,44,0.333401572627369,0.49997903550558653,1.999741399349951,3.9996506,3.61,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,45,0.33308380971421797,0.5005949193008904,2.0025912120929332,4.0004229,3.62,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,46,0.3334069900904121,0.500004746277405,2.000061741424422,4.0000856,3.68,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,47,0.33292201303081914,0.501103520547775,2.004964895180286,4.0010992,3.60,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,48,0.33340684608779625,0.5000788283617646,1.999968231197371,3.999306,3.61,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,49,0.3331523698607757,0.5007730863604265,2.0034043771518886,4.0006232,3.70,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,50,0.3332198963869766,0.5006336670875324,2.0021766473115923,3.9992849,3.61,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,51,0.3334006752222282,0.4998474154659785,1.9993829639885363,3.9999868,3.61,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,52,0.33342705897076247,0.4995985505579306,1.9980252219343544,3.9992615,3.62,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,53,0.3332750233766849,0.5003309706896011,2.00155409666154,4.0004603,3.62,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,54,0.3332101399201245,0.5000718068871939,2.0008001011947254,4.0010256,3.62,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,55,0.3334657557325822,0.4991931368122394,1.9964347931726345,3.9993234,3.63,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,56,0.3334083491222815,0.499532345483003,1.9977088256508664,3.9991581,3.61,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,57,0.333332108340377,0.4997210721577161,1.9988956507652391,4.000023,3.62,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,58,0.33331868374498674,0.5002792651410944,2.0011731728116566,4.0001124,3.60,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,59,0.33302503366172004,0.5008164693913203,2.003646959904342,4.0007611,3.61,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,60,0.33322307766742576,0.5001535866508391,2.0008139579005513,4.0003991,3.61,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,61,0.33321854098939185,0.5004646712924309,2.001846738594745,3.9999764,3.62,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,62,0.33310603468294997,0.49986894540049864,2.0001474055164614,4.0013436,3.62,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,63,0.33330363574700467,0.4996806063140347,1.9988848714217327,4.0003251,3.61,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,64,0.3334242891676551,0.49975600461357067,1.999078822453606,4.0001099,3.60,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,65,0.33322166975974765,0.5002784073388821,2.0011690279999086,4.0001108,3.63,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,66,0.3333476580017173,0.4998191973017726,1.9993229766653382,4.0000926,3.63,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,67,0.33321277467892385,0.5005688241911549,2.002961868795454,4.0013718,3.62,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,68,0.3332452796652808,0.500155558839938,2.0012961949746617,4.0013476,3.61,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,69,0.3334663050668931,0.5001036872538467,2.0002134137579066,3.9995969,3.59,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,70,0.3331538644681989,0.5001135723312781,2.0009871016725658,4.0010654,3.62,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,71,0.33323743225012187,0.5004537043577592,2.00196619470795,4.0003024,3.63,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,72,0.3331074377513525,0.5002036921084717,2.0016658149962065,4.0017014,3.64,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,73,0.3334669974394855,0.49980642855741186,1.9987653925093516,3.9990791,3.61,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,74,0.33359209631093845,0.49922739650591114,1.9964878886419979,3.9991553,3.64,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,75,0.3331563475206907,0.5001612003222491,2.001181844355235,4.001074,3.61,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,76,0.33326331568045336,0.500214678798449,2.0013068604813586,4.0008958,3.62,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,77,0.3332712530192585,0.4999379669977007,1.9995808108304867,3.9996576,3.61,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,78,0.3334263867805664,0.4994487608219589,1.9975421224355452,3.9994936,3.61,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,79,0.33311921404779854,0.5003437995711719,2.0012728279442986,3.9997954,3.70,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,80,0.33336562071954084,0.49998883653156456,1.9997045754351486,3.9994979,3.68,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,81,0.33320258924290247,0.500348609469396,2.0017400286627263,4.0006907,3.69,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,82,0.33335698399555186,0.5005177901841358,2.0020150533803145,3.999888,3.61,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,83,0.3335693354381751,0.4996328527958908,1.9983018298884478,3.9995406,3.61,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,84,0.333203863989888,0.5000004416888024,1.9999602696636927,3.9999173,3.63,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,85,0.33319592981961804,0.5002184987587308,2.0010658769109586,4.0003829,3.62,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,86,0.3333710368528698,0.5004635188640836,2.0021096621750307,4.0005107,3.61,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,87,0.333436147871309,0.49953471945236233,1.9978562518321321,3.9994344,3.61,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,88,0.33311942005295897,0.5006293552570543,2.0027831170629407,4.0005308,3.62,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,89,0.33341847682198505,0.49976073735134996,1.9991958558556466,4.0003059,3.63,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,90,0.3332128484999638,0.5003205815574064,2.001257410265661,3.9999502,3.60,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,91,0.3333043828245281,0.5000977217226124,2.0003557125527545,3.9999297,3.62,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,92,0.3331868428239417,0.5007390901479606,2.00297191761151,4.0000316,3.60,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,93,0.33334725285002104,0.5003220488214286,2.0008783814950237,3.999181,3.64,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,94,0.3335148355225894,0.49982345025987407,1.9991778419991404,3.9997681,3.60,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,95,0.3334547126494727,0.4998883259811861,1.9990703618116834,3.9990339,3.61,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,96,0.33348813549447953,0.4997909926152323,1.9989208221429893,3.9995135,3.60,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,97,0.3332019887616275,0.5001606933123988,2.000852297286552,4.0004191,3.71,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,98,0.33366838458902276,0.4999637275275974,1.9991012647881143,3.9984927,3.62,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,99,0.33322568142520326,0.5001585013427089,2.0005985441330396,3.9999291,3.61,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.0,100,0.3331908748319838,0.5001731374221264,2.001392391941306,4.0013992,3.68,0.33333333333333337,0.5,1.9999999999999998,4.0
lambda,4.5,1,0.24978451203154212,0.6667332643247611,3.000699552711469,4.5005993,4.23,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,2,0.2498367956248293,0.6668707268167583,3.00063324895197,4.499573,4.19,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,3,0.24993919608537,0.6666427452004366,3.000247407327965,4.5005326,4.10,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,4,0.2499661945864272,0.666423840490795,2.998919705237417,4.5000189,4.12,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,5,0.2502537011657064,0.6656666912547579,2.9952891079618897,4.4996837,4.19,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,6,0.25023626109314495,0.6663206256707208,2.997314644675199,4.4983073,4.24,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,7,0.25014781334601205,0.6669978965285349,3.000881031700263,4.4990863,4.10,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,8,0.2499153916610661,0.6676926146653693,3.005109725968448,4.5007384,4.11,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,9,0.25010295413707634,0.6666447272154993,2.9999426044438615,4.500062,4.13,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,10,0.2498101228503936,0.6674761301422864,3.0043554437329045,4.5010682,4.12,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,11,0.2497281872353752,0.6673178975021549,3.002728039306836,4.4996967,4.20,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,12,0.24984569228860487,0.6678231918819708,3.005703304169489,4.5007472,4.11,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,13,0.2498496559436017,0.6669211370344169,3.0012636291009067,4.5001779,4.15,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,14,0.2499353806729942,0.6673337128314888,3.003394366898493,4.5005885,4.11,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,15,0.24996894794849595,0.6672699822211742,3.003053654474403,4.5005078,4.11,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,16,0.250162087561126,0.6657380945069113,2.9959486864424654,4.5001911,4.12,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,17,0.25000349949311784,0.6673246353579728,3.0033956072915395,4.5006518,4.19,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,18,0.2502306357684335,0.6656071893710328,2.9949842417948647,4.4996273,4.11,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,19,0.24978938161607026,0.6676760444424735,3.004913852148602,4.5005568,4.10,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,20,0.25024647677833267,0.6656276698577606,2.9949990359835574,4.4995111,4.12,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,21,0.24998031831074377,0.6663789335257208,2.9989556260683874,4.5003759,4.11,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,22,0.2501040011908703,0.666137685562117,2.998225524782742,4.50091,4.10,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,23,0.25020142998116934,0.6661686517026013,2.9972299540694833,4.4992061,4.12,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,24,0.2501975773109356,0.6656256546908894,2.9952381492748312,4.4998841,4.08,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,25,0.2496568182844845,0.6684483835321966,3.008324008943896,4.5004583,4.12,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,26,0.24980873195620343,0.6677937684771714,3.005050321628636,4.4999676,4.13,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,27,0.2500358849242316,0.6671081174915479,3.001853323029589,4.4998005,4.11,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,28,0.25023967254663315,0.6659712815847592,2.9967972439019563,4.4998896,4.18,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,29,0.2500281050976402,0.6661619070795709,2.997184860508336,4.4991838,4.09,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,30,0.250149624110811,0.666158591726669,2.9976757130343334,4.4999432,4.11,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,31,0.250032950564553,0.6667919332393005,3.0005122154916624,4.4999229,4.14,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,32,0.24977080828039044,0.6677340680322733,3.0048388681010962,4.5000535,4.20,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,33,0.2500841670097504,0.6668740040529231,3.0005245807497936,4.4993876,4.09,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,34,0.24999473316947637,0.6660756494170075,2.9972471438813404,4.49986,4.19,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,35,0.25030535362573797,0.6665344620859209,2.99871450750499,4.4989641,4.11,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,36,0.2500613082119139,0.6668066543944166,3.000771659216956,4.5002128,4.13,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,37,0.2500404283356888,0.6668005433483326,3.0005609623751415,4.4999379,4.10,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,38,0.25005743924648066,0.667159258927771,3.001617222580293,4.4991015,4.11,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,39,0.24973807590472963,0.667253562346482,3.0031289930881324,4.5007314,4.11,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,40,0.25018103788833024,0.6649857949094922,2.9920852523294936,4.4994725,4.19,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,41,0.25008176269253013,0.6662011174277486,2.997643278005199,4.4996072,4.12,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,42,0.24982883788086654,0.668144524509247,3.007120600408621,4.5007038,4.11,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,43,0.25036799927750164,0.6658597318641291,2.9963292913047357,4.4999409,4.11,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,44,0.2500949046641531,0.6656837345099677,2.995078778393053,4.499252,4.13,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,45,0.24969294121973198,0.6680221555195414,3.006557928252181,4.5006855,4.10,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,46,0.24998580055030756,0.6665020951375189,2.99937544827163,4.5001744,4.10,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,47,0.24953271331161364,0.6683506591616587,3.008521623803856,4.5014122,4.10,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,48,0.25013238425646234,0.6662480647746476,2.997466485076085,4.4990244,4.12,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,49,0.24975317021433124,0.6675725305827911,3.0044576382953414,4.5005711,4.13,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,50,0.24996104776337702,0.6675439649392582,3.003346852395447,4.4990998,4.12,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,51,0.25013421580470296,0.6663095056221428,2.9984119093997994,4.5000289,4.11,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,52,0.25017719519952986,0.6658415042370448,2.9957102996452964,4.4991343,4.12,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,53,0.24988998844645377,0.6673744858568863,3.0034770169144758,4.5004364,4.09,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,54,0.24996953995602378,0.6663945082214241,2.999427157653607,4.5009784,4.10,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,55,0.2501294560777792,0.6655335374069632,2.994503082764677,4.4994025,4.13,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,56,0.25014851587257275,0.6654165043680991,2.9938302251239697,4.4991824,4.12,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,57,0.24992149700364213,0.666151840291425,2.9977809391724883,4.5001467,4.17,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,58,0.25001252279938413,0.66713514057691,3.001969650664995,4.4997926,4.11,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,59,0.24969196137333935,0.6678105285965057,3.0055835061780973,4.5006531,4.15,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,60,0.24986502657971454,0.6666508175185424,3.0001490069283943,4.5003305,4.13,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,61,0.2500267738661376,0.6668462126685459,3.00062364071559,4.4997237,4.11,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,62,0.24984228781938092,0.6671687338102883,3.002979006977958,4.5010791,4.18,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,63,0.24993035185191192,0.6664085679417523,2.9991573732986305,4.5004786,4.10,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,64,0.2501368958006058,0.6661580641197188,2.997559937426812,4.4997728,4.10,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,65,0.2499273216052634,0.6671983523757266,3.0023670319941727,4.4999618,4.18,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,66,0.24997442833410358,0.6664399389562015,2.9990447966497396,4.5000979,4.09,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,67,0.2497885538952479,0.6676549352513603,3.0054497268911486,4.5015017,4.17,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,68,0.24998166466124014,0.6669735785177383,3.0019622374078074,4.5008713,4.08,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,69,0.25012550387396887,0.6673471240301937,3.0028363650882652,4.4996619,4.11,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,70,0.24985755495925804,0.666913081384436,3.0017984653646512,4.5010342,4.09,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,71,0.25001137238573184,0.6667563563755379,3.000360397523864,4.4999353,4.11,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,72,0.24974688347185667,0.6672332448828591,3.003737383130268,4.5017803,4.13,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,73,0.25012548128200685,0.6661382578856067,2.9970074227187355,4.4990774,4.10,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,74,0.25028181916076914,0.665573686789268,2.994583179922694,4.4992505,4.09,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,75,0.24987952898264965,0.666867944156179,3.0016276366302104,4.5010826,4.20,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,76,0.25009814161508437,0.6665815927264245,3.0000431929190077,4.5006392,4.10,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,77,0.2498171394937006,0.6669007636398931,3.001154497245313,4.5001516,4.10,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,78,0.2501006393468298,0.6655181631389614,2.9944874086144204,4.4994827,4.12,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,79,0.2498708299634306,0.6673330055261167,3.002919994395076,4.4998826,4.12,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,80,0.2501401000132065,0.6663738956093034,2.9982065918136844,4.4992858,4.11,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,81,0.249802401506319,0.6672675235805984,3.0031487900980083,4.5006669,4.11,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,82,0.25018273770279487,0.6668800253615484,3.000888161218931,4.4998924,4.10,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,83,0.25019460283975026,0.6660603865202804,2.9970568319197457,4.4996774,4.11,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,84,0.24992017521426568,0.6665686724229389,2.9992537479757,4.4995423,4.11,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,85,0.24991339869985396,0.666946697245123,3.0016001470285123,4.5005098,4.10,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,86,0.2499352867599755,0.6677517606836378,3.0052999170469,4.5006246,4.12,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,87,0.2502826496207112,0.6658888918484905,2.9959738945048184,4.49921,4.12,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,88,0.2497241862750753,0.6677589792199082,3.0052500872907064,4.5005012,4.12,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,89,0.2500245920961725,0.6667611622054507,3.000711508455102,4.5004297,4.11,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,90,0.250048954124113,0.6667657869517425,3.0001932703724967,4.4996209,4.10,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,91,0.24996417223257247,0.6666959510762751,3.0001325245523227,4.5000013,4.13,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,92,0.24987754852241884,0.6677390153521418,3.004789288492313,4.4999457,4.18,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,93,0.24999823296005597,0.6674269710833904,3.0027868012365557,4.4990494,4.13,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,94,0.25021258988607964,0.6662055107859229,2.997675704296591,4.4996261,4.11,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,95,0.25003709067811186,0.6667850674816095,2.999938446068853,4.4991089,4.10,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,96,0.25033727396043204,0.6658039410645109,2.995460658714341,4.4990132,4.11,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,97,0.24989444327443117,0.6670302984980756,3.0019189146055223,4.5004238,4.18,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,98,0.25023572854759074,0.6666361385589009,2.9989337327202836,4.4986066,4.11,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,99,0.24992997865537864,0.6667271947318344,3.0003099797079145,4.5000564,4.10,0.25,0.6666666666666666,3.0,4.5
lambda,4.5,100,0.2497498770099974,0.6673174023394086,3.003986208806876,4.5015854,4.12,0.25,0.6666666666666666,3.0,4.5
